"","QKEY","INTERVIEW_START_W84","INTERVIEW_END_W84","DEVICE_TYPE_W84","LANG_W84","FORM_W84","XATTEND_W84","XCATHOLIC_W84","SATIS_W84","POL1JB_W84","POL1JBSTR_W84","POL1JB_4_W84","JBCONF_PUBH_W84","JBCONF_FRGN_W84","JBCONF_ECON_W84","JBCONF_CRIM_W84","JBCONF_CLSR_W84","JBCONF_RACE_W84","JBCONF_IMMI_W84","BIDENDESC_MDL_W84","BIDENDESC_ORD_W84","BIDENDESC_MENT_W84","BIDENDESC_STND_W84","BIDENDESC_HON_W84","PRESGOODTRUMP_W84","TRUMPPROG_W84","INSTFAV_a_W84","INSTFAV_b_W84","REPPTYTRAIT_a_W84","REPPTYTRAIT_f_W84","REPPTYTRAIT_b_W84","REPPTYTRAIT_g_W84","DEMPTYTRAIT_a_W84","DEMPTYTRAIT_f_W84","DEMPTYTRAIT_b_W84","DEMPTYTRAIT_g_W84","COVIDSPIR_W84","PPLFAV_a_W84","PPLFAV_b_W84","PPLFAV_c_W84","CAND_b_W84","CAND_d_W84","CAND_g_W84","BIDENRELIG_W84","HARRISRELIG_W84","BIDRELTLK_W84","JAN6LE_IMP_W84","JAN6LE_CONF_W84","JAN6PEN_A_W84","JAN6PEN_B_W84","JAN6ATTN_W84","IMPEACHACT2_W84","ATTENDMONTH_W84","ATTENDONLINE_W84","COVIDCONG2_W84","COVIDCONG3_W84","COVIDCONG4_W84","CONGRESTRICT1_a_W84","CONGRESTRICT1_b_W84","CONGRESTRICT1_c_W84","CONGRESTRICT1_d_W84","CONGRESTRICT1_e_W84","CONGRESTRICT2_a_W84","CONGRESTRICT2_b_W84","CONGRESTRICT2_c_W84","CONGRESTRICT2_d_W84","CONGRESTRICT2_e_W84","ATTENDCONF_W84","SERMONISSUE_h_W84","SERMONISSUE_i_W84","SERMONISSUE_j_W84","SERMONISSUE_k_W84","ESTR21_W84","ESTRTYP_W84","THERMTRUMP_W84","THERMBIDEN_W84","VLNTEXTR2_ISL_W84","VLNTEXTR2_CHR_W84","VLNTEXTR2_LEFT_W84","VLNTEXTR2_RGHT_W84","ECON1_W84","ECON1B_W84","COVID_ASSIST21_W84","COVIDLEG21A_W84","BIDEN_GOODFAITHC_W84","REPS_GOODFAITHC_W84","COVID_LIFEN_W84","COVID_JOBSN_W84","DISCRRIM_a_W84","DISCRRIM_b_W84","DISCRRIM_c_W84","DISCRRIM_j_W84","DISCRRIM_d_W84","DISCRRIM_e_W84","DISCRRIM_i_W84","DISCRRIM_f_W84","DISCRRIM_g_W84","DISCRRIM_h_W84","VTCHNGRULES_W84","VTEFFORT_W84","PARTY_W84","PARTYLN_W84","PARTYSTR_W84","REPPTYACC_a_W84","REPPTYACC_b_W84","REPPTYACC_c_W84","REPPTYACC_d_W84","DEMPTYACC_a_W84","DEMPTYACC_b_W84","DEMPTYACC_d_W84","COMMIF_a_W84","COMMIF_b_W84","COMMIF_c_W84","COMMIF_d_W84","BIDENCM_W84","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","CHRNATd_W84","CHRNATe_W84","CHRNATf_W84","CHRNATg_W84","RELRTHRD_W84","RELLTHRD_W84","RELRTAG_W84","RELLTAG_W84","QANON_KNOW_W84","QANON_FAV_W84","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE2","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W84","WEIGHT_W70_W84","WEIGHT_W80_W84","attend"
"4021",201801123252,2021-03-03 12:26:02,2021-03-03 15:23:11,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,NA,1,1,4,NA,2,2,2,NA,4,4,4,1,4,4,8,1,3,4,2,9,3,1,2,NA,3,3,3,2,1,2,2,2,1,1,2,2,1,99,99,99,99,99,2,2,2,2,2,1,1,100,0,NA,NA,1,2,4,2,1,NA,1,2,3,3,1,2,1,3,NA,NA,NA,2,2,1,NA,2,1,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,3,2,NA,4,NA,NA,2,3,6,3,2,3,2,2,NA,1,1,1,1,1,5,1,1,1,2,1,NA,1,2,1,1,3,2,2,1,0.686877208546287,NA,NA,"Online only"
"4022",201801123312,2021-03-02 13:23:44,2021-03-02 13:39:05,1,1,1,1,2,2,NA,NA,4,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,3,NA,1,1,1,NA,4,4,3,2,4,1,2,2,4,1,72,3,2,2,1,NA,1,2,1,2,1,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,85,8,1,1,NA,NA,1,1,2,1,NA,NA,3,3,2,3,2,3,3,3,3,NA,NA,NA,1,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,9,2,1,1,NA,NA,NA,NA,3,3,1,2,3,3,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,3,1,NA,1,1,9,1,1,1,2,3,0.363236622312994,0.338290459473511,NA,"In-person only"
"4023",201801123316,2021-03-02 16:26:14,2021-03-02 17:00:39,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,NA,1,2,3,NA,3,2,2,NA,3,3,3,3,3,4,3,3,2,3,2,9,1,2,2,NA,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,80,60,NA,NA,1,1,2,1,2,NA,2,2,1,3,2,1,3,1,NA,NA,NA,2,2,3,NA,2,1,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,9,99,2,3,3,NA,NA,NA,NA,1,2,3,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,1,7,1,2,2,1,2,0.337561616395091,0.400525932422741,NA,"Neither"
"4024",201801123335,2021-03-06 17:27:35,2021-03-06 17:44:19,2,1,1,1,2,1,NA,NA,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,5,NA,3,1,2,NA,4,3,3,NA,1,1,3,1,4,4,4,1,3,2,9,3,1,1,3,NA,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,10,95,3,1,NA,NA,2,1,1,1,NA,NA,2,3,1,1,3,2,1,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,2,4,1,2,3,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,2,2,NA,2,3,9,1,3,2,1,3,0.298598462905948,NA,NA,"Online only"
"4025",201801123361,2021-03-02 15:03:55,2021-03-02 17:27:40,3,1,1,2,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,1,4,4,NA,2,1,1,NA,4,4,3,2,3,2,1,4,4,2,9,2,1,1,3,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,1,3,NA,NA,2,1,2,1,NA,NA,2,3,3,3,3,3,99,99,99,NA,NA,NA,1,NA,1,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2,1,2,2,2,NA,NA,NA,NA,4,NA,1,3,7,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,6,1,NA,1,1,9,1,2,1,2,3,0.372377707418074,0.359859173828985,NA,"Neither"
"4026",201801123365,2021-03-06 14:34:33,2021-03-06 14:51:49,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,4,NA,1,1,4,NA,3,1,1,NA,4,4,4,1,1,4,1,1,4,4,8,8,2,1,1,NA,3,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,100,0,NA,NA,1,1,1,3,1,NA,2,1,2,2,2,2,2,2,NA,NA,NA,2,2,2,NA,1,3,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,1,1,1,4,NA,NA,1,2,3,4,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,1,9,1,2,1,1,3,0.274130664430548,0.319244009520852,NA,"Both"
"4027",201801123400,2021-03-02 14:39:55,2021-03-02 14:50:19,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,4,2,4,NA,2,1,1,3,2,4,8,4,2,2,2,9,3,1,3,NA,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,0,100,NA,NA,1,1,3,1,1,NA,1,1,3,3,1,1,2,1,NA,NA,NA,2,1,3,NA,2,2,NA,1,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,2,2,1,2,9,2,1,1,9,9,NA,NA,2,2,3,3,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,4,2,NA,2,4,7,1,4,1,2,3,0.479778722730602,0.504211211235766,0.695839680786175,"Online only"
"4028",201801123437,2021-03-04 11:45:38,2021-03-04 11:55:17,1,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,3,3,3,NA,2,2,2,NA,1,2,3,3,2,4,8,4,2,2,2,9,3,1,2,NA,2,3,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,3,NA,NA,NA,NA,2,1,0,50,NA,NA,1,1,2,3,1,NA,1,2,2,3,2,1,3,1,NA,NA,NA,1,1,3,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,9,9,2,2,2,3,3,NA,NA,NA,NA,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,3,2,2,3,5,1,3,2,2,2,0.485291452316962,NA,NA,"Neither"
"4029",201801123500,2021-03-02 13:57:14,2021-03-02 14:10:53,1,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,1,1,4,NA,1,1,1,NA,4,4,4,3,2,2,1,1,4,4,9,9,1,2,2,NA,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,NA,NA,1,3,2,1,2,NA,2,1,1,1,2,2,1,2,NA,NA,NA,4,2,4,NA,2,1,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,2,3,1,NA,NA,NA,1,2,3,3,2,3,2,2,NA,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,5,1,1,1,2,2,0.945250187972256,0.879265606770105,0.434818037410005,"Neither"
"4030",201801123531,2021-03-02 21:59:24,2021-03-02 22:16:26,2,1,1,2,1,1,NA,NA,2,2,2,3,2,2,2,3,NA,NA,NA,NA,NA,5,NA,3,3,1,NA,3,2,2,NA,2,2,3,2,4,3,4,2,4,2,9,1,1,2,99,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,35,2,3,NA,NA,3,1,1,1,NA,NA,3,3,1,2,3,2,1,2,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,2,4,NA,1,1,1,1,1,2,9,9,99,99,2,2,NA,NA,NA,NA,3,4,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,3,2,2,3,5,1,3,2,2,2,0.608440394694729,0.517661213657569,NA,"Neither"
"4031",201801123709,2021-03-05 16:58:24,2021-03-05 17:10:38,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,NA,1,2,2,NA,3,2,2,NA,2,2,3,3,99,99,99,3,3,3,9,9,2,1,2,NA,3,3,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,50,50,NA,NA,1,1,2,3,1,NA,1,2,3,3,2,3,3,3,NA,NA,NA,3,2,2,NA,1,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,99,1,2,1,2,1,1,2,2,2,99,NA,NA,1,2,3,2,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,9,1,2,2,2,2,1.2759668744781,NA,1.84310759149426,"In-person only"
"4032",201801123762,2021-03-02 13:26:45,2021-03-02 13:36:10,1,1,1,2,2,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,2,2,2,NA,2,2,3,NA,2,2,3,2,3,3,3,2,2,2,3,3,2,2,2,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,60,2,2,NA,NA,3,1,1,3,NA,NA,2,3,2,3,3,2,2,3,4,NA,NA,NA,2,NA,1,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,3,3,1,2,3,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,2,9,1,3,2,1,3,0.320846758361972,0.400525932422741,NA,"Neither"
"4033",201801123819,2021-03-02 18:23:07,2021-03-02 18:28:22,2,1,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,4,2,NA,2,3,3,NA,2,2,1,3,2,4,8,2,2,2,9,9,3,1,3,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,70,NA,NA,2,1,3,3,1,NA,1,2,3,3,1,1,3,1,NA,NA,NA,1,1,3,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,3,2,2,2,1,1,2,2,2,9,2,2,2,3,3,NA,NA,NA,NA,1,3,5,1,2,1,6,1,1,1,1,3,1,1,6,2,2,2,5,2,NA,2,3,9,3,3,1,2,3,3.78954653244091,4.12177332365576,NA,"Neither"
"4034",201801123844,2021-03-04 12:51:10,2021-03-04 12:58:40,2,1,1,1,2,1,NA,NA,1,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,5,NA,3,2,1,NA,4,4,3,NA,3,2,3,2,4,3,4,2,2,1,1,3,1,2,2,NA,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,0,75,3,1,NA,NA,3,3,1,3,NA,NA,2,3,1,1,4,1,1,2,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,3,4,1,2,3,2,2,1,5,2,NA,1,1,1,1,1,1,1,2,1,2,2,NA,2,4,6,1,5,2,1,2,0.596852552453141,0.581917879398566,NA,"Online only"
"4035",201801123858,2021-03-02 14:14:03,2021-03-02 14:35:58,2,1,1,2,2,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,NA,3,2,2,NA,3,3,3,NA,1,1,3,2,3,8,3,2,2,9,9,3,1,1,2,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,100,2,1,NA,NA,3,1,1,3,NA,NA,3,3,2,2,3,2,2,1,2,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,2,2,1,2,9,2,NA,NA,NA,NA,4,NA,1,2,3,3,2,3,2,2,NA,1,1,1,1,1,5,1,2,1,5,2,NA,2,4,1,1,4,3,2,1,1.70954166654803,1.38280022450906,0.802074856279689,"Neither"
"4036",201801123969,2021-03-02 13:32:29,2021-03-02 13:43:36,2,1,1,1,2,1,NA,NA,1,1,1,2,3,3,2,2,NA,NA,NA,NA,NA,5,NA,3,2,1,NA,4,3,3,NA,2,3,3,2,3,3,4,1,3,2,1,3,1,2,2,NA,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,0,85,3,2,NA,NA,3,1,1,3,NA,NA,2,3,2,2,4,1,2,3,4,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9,2,NA,NA,NA,NA,2,4,1,2,3,2,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,1,3,2,2,3,7,1,3,1,1,2,0.425657451370216,0.458181270648272,0.761439457023422,"Online only"
"4037",201801123978,2021-03-02 17:16:21,2021-03-02 17:30:43,1,1,1,1,2,1,NA,NA,1,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,5,NA,3,2,1,NA,4,3,3,NA,2,2,3,1,3,3,4,2,3,2,9,3,1,1,3,NA,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,2,2,1,0,80,2,1,NA,NA,3,1,1,3,NA,NA,3,3,1,1,3,2,1,1,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,2,3,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,1,1,2,1,2,2,NA,2,3,9,1,3,2,1,3,0.516714318232564,0.577524207192866,NA,"Online only"
"4038",201801123990,2021-03-06 12:13:28,2021-03-06 12:22:57,2,1,1,2,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,4,3,NA,2,1,1,NA,4,4,1,4,3,3,2,3,4,2,6,2,3,2,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,80,10,1,3,NA,NA,3,2,2,1,NA,NA,4,4,3,3,2,3,3,3,2,NA,NA,NA,1,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,9,1,1,NA,NA,NA,NA,2,2,1,2,3,2,2,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,1,NA,1,1,9,1,1,2,2,2,0.861907223514174,0.745989132221696,0.567284300359506,"Neither"
"4039",201801124081,2021-03-06 14:23:33,2021-03-06 14:38:47,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,NA,4,3,2,NA,2,3,3,NA,1,2,2,2,1,3,2,4,2,4,2,9,3,1,2,NA,1,2,3,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,1,0,75,NA,NA,1,1,2,1,2,NA,2,2,2,3,2,3,2,1,NA,NA,NA,1,2,4,NA,1,1,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,3,NA,NA,NA,NA,1,2,3,3,1,2,4,2,NA,1,1,1,1,1,1,1,2,1,3,1,NA,1,2,9,1,3,1,2,3,1.0700956652624,0.956082786835103,1.16185016191218,"Neither"
"4040",201801124115,2021-03-02 16:29:54,2021-03-03 07:30:41,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,NA,1,2,3,NA,2,2,1,NA,4,4,4,3,2,3,2,2,2,3,2,1,1,1,1,NA,3,1,3,2,1,1,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,85,0,NA,NA,1,2,2,2,2,NA,2,1,2,3,2,2,1,3,NA,NA,NA,3,2,3,NA,1,1,NA,1,NA,NA,3,2,NA,NA,NA,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,3,NA,NA,1,2,3,3,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,2,1,NA,1,1,9,1,1,1,2,3,0.366723604680587,0.379922062330129,NA,"Online only"
"4041",201801124206,2021-03-03 07:15:35,2021-03-03 07:35:26,1,1,1,2,2,2,NA,NA,4,3,4,4,4,4,3,4,NA,NA,NA,NA,NA,2,NA,3,4,3,NA,3,2,2,NA,4,4,3,1,4,2,1,3,4,2,8,2,1,2,3,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,65,15,2,2,NA,NA,3,2,2,1,NA,NA,3,4,2,2,2,2,2,2,3,NA,NA,NA,1,NA,1,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,2,2,3,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,1,NA,1,1,2,1,2,2,1,2,0.499794836933332,0.576191564545389,NA,"Neither"
"4042",201801124320,2021-03-02 12:45:25,2021-03-02 13:00:25,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,NA,3,2,4,NA,2,2,2,NA,3,3,3,3,2,3,3,3,3,3,2,9,3,2,2,NA,2,1,3,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,90,2,NA,NA,1,3,2,1,2,NA,2,2,2,3,2,2,2,2,NA,NA,NA,2,2,2,NA,1,1,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,9,9,1,9,3,3,NA,NA,NA,NA,1,2,3,4,2,1,6,2,NA,4,1,1,1,6,5,1,1,1,2,1,NA,1,1,1,1,1,2,1,1,0.624826224551039,0.630083429324259,NA,"In-person only"
"4043",201801124321,2021-03-02 15:43:02,2021-03-02 15:53:05,2,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,3,3,NA,2,2,1,NA,4,4,3,3,3,8,2,3,4,2,9,3,1,3,2,NA,1,3,2,2,1,2,1,1,3,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,85,5,2,3,NA,NA,3,2,2,1,NA,NA,2,4,3,3,2,3,3,3,2,NA,NA,NA,1,NA,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,1,9,1,9,NA,NA,NA,NA,4,NA,1,2,3,2,1,2,4,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,1,4,1,2,2,1,2,1.65559236726896,1.9141075627156,NA,"Neither"
"4044",201801124336,2021-03-02 16:31:03,2021-03-02 16:47:30,1,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,4,3,NA,3,3,3,NA,3,3,3,3,2,4,2,3,2,3,2,9,3,1,3,NA,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,10,50,NA,NA,1,1,3,1,2,NA,2,2,2,2,2,2,4,2,NA,NA,NA,2,1,3,NA,2,1,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,3,4,NA,NA,NA,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,1,1,2,1,2,1,NA,1,2,5,1,3,2,1,2,0.632390016959735,NA,NA,"Both"
"4045",201801124399,2021-03-02 21:43:44,2021-03-02 22:30:21,2,1,2,2,2,2,2,99,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,1,2,4,NA,2,2,1,NA,3,3,3,3,3,3,2,2,3,4,2,8,3,1,3,NA,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,90,10,NA,NA,1,2,4,2,2,NA,2,2,2,4,2,2,2,2,NA,NA,NA,2,2,2,NA,2,1,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,2,4,NA,NA,1,2,3,4,1,1,5,2,NA,1,4,4,1,1,1,1,1,1,4,1,NA,1,1,5,1,2,3,1,2,0.242465357838232,NA,NA,"Neither"
"4046",201801124405,2021-03-02 13:32:14,2021-03-02 13:52:42,3,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,NA,1,2,4,NA,3,2,2,NA,3,3,3,3,3,3,2,3,3,4,71,9,1,1,3,NA,3,1,3,1,2,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,95,0,NA,NA,1,1,3,3,2,NA,2,2,3,3,2,2,2,2,NA,NA,NA,2,2,2,NA,1,3,1,NA,NA,NA,3,2,NA,NA,NA,2,1,2,1,2,2,2,2,9,2,2,2,2,2,2,2,NA,NA,1,2,3,4,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,1,3,1,1,1,4,1,2,3,1,2,0.418283776827713,0.442871377556831,0.764660830194495,"In-person only"
"4047",201801124406,2021-03-02 13:26:16,2021-03-02 13:56:36,2,1,1,1,2,2,NA,NA,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,4,3,NA,2,2,1,NA,4,4,1,2,3,8,2,4,4,9,6,99,2,2,1,NA,1,3,2,1,1,2,2,1,1,1,3,2,1,1,1,99,99,2,2,2,2,2,2,1,85,10,2,3,NA,NA,2,2,2,1,NA,NA,3,3,2,2,1,2,2,3,3,NA,NA,NA,1,NA,1,NA,99,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,1,1,2,1,2,NA,NA,NA,NA,3,4,1,2,3,3,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,4,1,2,2,1,2,0.656038953356615,0.836727698854429,NA,"Online only"
"4048",201801124418,2021-03-02 17:49:41,2021-03-02 17:58:08,1,1,1,2,2,1,NA,NA,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,3,3,2,NA,2,2,4,2,3,3,4,2,2,2,9,3,1,1,2,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,75,3,2,NA,NA,2,1,1,1,NA,NA,2,3,2,2,3,2,2,2,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,2,2,2,9,2,99,2,NA,NA,NA,NA,2,4,1,2,3,3,1,2,4,2,NA,1,1,1,1,1,1,1,2,1,6,3,2,2,3,9,1,3,2,1,3,0.47996095054145,0.478689649121402,NA,"Neither"
"4049",201801124456,2021-03-04 21:29:54,2021-03-04 21:45:56,2,1,1,1,2,1,NA,NA,2,2,2,2,2,2,99,2,NA,NA,NA,NA,NA,2,NA,3,2,2,NA,2,2,2,NA,2,2,1,8,8,8,2,3,3,9,9,2,1,1,2,NA,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,70,50,3,3,NA,NA,4,3,1,2,NA,NA,1,2,1,1,4,2,2,1,4,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,9,2,9,1,1,NA,NA,NA,NA,4,NA,1,2,3,2,2,3,2,1,1,1,5,3,1,1,1,1,1,1,1,4,2,2,3,5,1,3,1,2,2,1.44815721723816,1.7644791978759,1.12764671525316,"Both"
